AFFGEOID,Geography,Percent_below_poverty_level,Percent_with_public_health_coverage
0500000US39035,"Cuyahoga County, Ohio",18.3,18.6
0500000US39037,"Darke County, Ohio",11.6,19.8
0500000US39039,"Defiance County, Ohio",11,19
0500000US39041,"Delaware County, Ohio",5.1,12.4
0500000US39043,"Erie County, Ohio",13,21.7
0500000US39045,"Fairfield County, Ohio",9.9,16.8
0500000US39047,"Fayette County, Ohio",17.7,19.1
0500000US39049,"Franklin County, Ohio",16.7,12.5
0500000US39051,"Fulton County, Ohio",10.6,17.3
0500000US39053,"Gallia County, Ohio",20.9,20.6
0500000US39055,"Geauga County, Ohio",6.5,18.6
0500000US39057,"Greene County, Ohio",12.3,17.1
0500000US39059,"Guernsey County, Ohio",20.2,21.3
0500000US39061,"Hamilton County, Ohio",17,16.7
0500000US39063,"Hancock County, Ohio",12.1,16.8
0500000US39065,"Hardin County, Ohio",16.6,17.1
0500000US39067,"Harrison County, Ohio",15.7,22.2
0500000US39069,"Henry County, Ohio",9,18.7
0500000US39071,"Highland County, Ohio",21.6,21.1
0500000US39073,"Hocking County, Ohio",14.2,20.4
0500000US39075,"Holmes County, Ohio",12,11.6
0500000US39077,"Huron County, Ohio",14.2,18
0500000US39079,"Jackson County, Ohio",20.6,19.2
0500000US39081,"Jefferson County, Ohio",17.6,23.5
0500000US39083,"Knox County, Ohio",13.8,18.3
0500000US39085,"Lake County, Ohio",8.3,19.7
0500000US39087,"Lawrence County, Ohio",18.6,22.3
0500000US39089,"Licking County, Ohio",11.8,17.5
0500000US39091,"Logan County, Ohio",13.7,18.7
0500000US39093,"Lorain County, Ohio",13.7,18.6
0500000US39095,"Lucas County, Ohio",19.8,17.5
0500000US39097,"Madison County, Ohio",10.2,18.1
0500000US39099,"Mahoning County, Ohio",17.6,21.8
0500000US39101,"Marion County, Ohio",16.6,21
0500000US39103,"Medina County, Ohio",6.2,17
0500000US39105,"Meigs County, Ohio",22.5,21.2
0500000US39107,"Mercer County, Ohio",7.4,17.7
0500000US39109,"Miami County, Ohio",9.9,19.3
0500000US39111,"Monroe County, Ohio",19.7,23.3
0500000US39113,"Montgomery County, Ohio",17.9,19.1
0500000US39115,"Morgan County, Ohio",21.5,23
0500000US39117,"Morrow County, Ohio",9.7,17.5
0500000US39119,"Muskingum County, Ohio",16.6,19.5
0500000US39121,"Noble County, Ohio",12.9,31.2
0500000US39123,"Ottawa County, Ohio",10.5,24
0500000US39125,"Paulding County, Ohio",10.7,19.8
0500000US39127,"Perry County, Ohio",19.2,21.7
0500000US39129,"Pickaway County, Ohio",12,17.1
0500000US39131,"Pike County, Ohio",20,20.7
0500000US39133,"Portage County, Ohio",14.5,16.4
0500000US39135,"Preble County, Ohio",12.4,20.6
0500000US39137,"Putnam County, Ohio",7.2,16.5
0500000US39139,"Richland County, Ohio",15.6,21.4
0500000US39141,"Ross County, Ohio",18.2,19.7
0500000US39143,"Sandusky County, Ohio",13.6,19.3
0500000US39145,"Scioto County, Ohio",23.9,21.3
0500000US39147,"Seneca County, Ohio",15.2,18.2
0500000US39149,"Shelby County, Ohio",8.9,16.7
0500000US39151,"Stark County, Ohio",14,19.8
0500000US39153,"Summit County, Ohio",13.6,18.4
0500000US39155,"Trumbull County, Ohio",17.2,21.9
0500000US39157,"Tuscarawas County, Ohio",13.8,20
0500000US39159,"Union County, Ohio",7.4,12.8
0500000US39161,"Van Wert County, Ohio",12.7,19.9
0500000US39163,"Vinton County, Ohio",21.1,19.5
0500000US39165,"Warren County, Ohio",5.1,14
0500000US39167,"Washington County, Ohio",15.5,22
0500000US39169,"Wayne County, Ohio",13,17.4
0500000US39171,"Williams County, Ohio",13.5,20.4
0500000US39173,"Wood County, Ohio",13.4,15.2
0500000US39175,"Wyandot County, Ohio",11.3,20
0500000US40001,"Adair County, Oklahoma",30.8,18.2
0500000US40003,"Alfalfa County, Oklahoma",11.2,21.8
0500000US40005,"Atoka County, Oklahoma",19.8,24.7
0500000US40007,"Beaver County, Oklahoma",11.7,19.9
0500000US40009,"Beckham County, Oklahoma",12.6,16.1
0500000US40011,"Blaine County, Oklahoma",15,22.5
0500000US40013,"Bryan County, Oklahoma",17.5,21
0500000US40015,"Caddo County, Oklahoma",20.8,19.3
0500000US40017,"Canadian County, Oklahoma",7.9,13.6
0500000US40019,"Carter County, Oklahoma",16.4,18.5
0500000US40021,"Cherokee County, Oklahoma",21.1,18.4
0500000US40023,"Choctaw County, Oklahoma",31,23.8
0500000US40025,"Cimarron County, Oklahoma",15.9,24.4
0500000US40027,"Cleveland County, Oklahoma",12.6,14.1
0500000US40029,"Coal County, Oklahoma",20.3,22.6
0500000US40031,"Comanche County, Oklahoma",16.7,19.5
0500000US40033,"Cotton County, Oklahoma",15.4,28.2
0500000US40035,"Craig County, Oklahoma",17.9,24.3
0500000US40037,"Creek County, Oklahoma",15.2,19.7
0500000US40039,"Custer County, Oklahoma",15.8,14.2
0500000US40041,"Delaware County, Oklahoma",19,27.4
0500000US40043,"Dewey County, Oklahoma",18.6,21.9
0500000US40045,"Ellis County, Oklahoma",17.2,22.4
0500000US40047,"Garfield County, Oklahoma",13.6,17.6
0500000US40049,"Garvin County, Oklahoma",17.1,20.1
0500000US40051,"Grady County, Oklahoma",12.4,17.7
0500000US40053,"Grant County, Oklahoma",9.6,22.9
0500000US40055,"Greer County, Oklahoma",19.2,22.1
0500000US40057,"Harmon County, Oklahoma",16.1,21.1
0500000US40059,"Harper County, Oklahoma",13.2,19.8
0500000US40061,"Haskell County, Oklahoma",19.2,24.3
0500000US40063,"Hughes County, Oklahoma",20.1,23.5
0500000US40065,"Jackson County, Oklahoma",18,17
0500000US40067,"Jefferson County, Oklahoma",20.9,22.8
0500000US40069,"Johnston County, Oklahoma",20,21.7
0500000US40071,"Kay County, Oklahoma",17.6,21.3
0500000US40073,"Kingfisher County, Oklahoma",8.9,17
0500000US40075,"Kiowa County, Oklahoma",23.9,23.2
0500000US40077,"Latimer County, Oklahoma",18.9,25.2
0500000US40079,"Le Flore County, Oklahoma",22.2,20.9
0500000US40081,"Lincoln County, Oklahoma",14.3,20.5
0500000US40083,"Logan County, Oklahoma",13.2,16.1
0500000US40085,"Love County, Oklahoma",12.2,22.1
0500000US40087,"McClain County, Oklahoma",9.5,16.5
0500000US40089,"McCurtain County, Oklahoma",23.6,21.1
0500000US40091,"McIntosh County, Oklahoma",18.5,27.1
0500000US40093,"Major County, Oklahoma",13.1,21.3
0500000US40095,"Marshall County, Oklahoma",14.7,25.1
0500000US40097,"Mayes County, Oklahoma",19.2,21
0500000US40099,"Murray County, Oklahoma",14.1,20.3
0500000US40101,"Muskogee County, Oklahoma",21.9,19.3
0500000US40103,"Noble County, Oklahoma",11.6,20.6
0500000US40105,"Nowata County, Oklahoma",18.1,21.7
0500000US40107,"Okfuskee County, Oklahoma",25.2,20.7
0500000US40109,"Oklahoma County, Oklahoma",17,14.8
0500000US40111,"Okmulgee County, Oklahoma",19.5,20.7
0500000US40113,"Osage County, Oklahoma",15.7,21.5
0500000US40115,"Ottawa County, Oklahoma",21.8,20.9
0500000US40117,"Pawnee County, Oklahoma",15,22
0500000US40119,"Payne County, Oklahoma",26.3,13.4
0500000US40121,"Pittsburg County, Oklahoma",17.1,22.6
0500000US40123,"Pontotoc County, Oklahoma",17.3,19.1
0500000US40125,"Pottawatomie County, Oklahoma",17,18.8
0500000US40127,"Pushmataha County, Oklahoma",20.3,26.8
0500000US40129,"Roger Mills County, Oklahoma",18.4,20.6
0500000US40131,"Rogers County, Oklahoma",9.4,16.3
0500000US40133,"Seminole County, Oklahoma",22.7,20.2
0500000US40135,"Sequoyah County, Oklahoma",24.6,22.1
0500000US40137,"Stephens County, Oklahoma",15.1,21.5
0500000US40139,"Texas County, Oklahoma",16.8,13.4
0500000US40141,"Tillman County, Oklahoma",22.1,24
0500000US40143,"Tulsa County, Oklahoma",15.5,15.5
0500000US40145,"Wagoner County, Oklahoma",10.7,17
0500000US40147,"Washington County, Oklahoma",14,20.6
0500000US40149,"Washita County, Oklahoma",14.2,18.6
0500000US40151,"Woods County, Oklahoma",12.9,18.4
0500000US40153,"Woodward County, Oklahoma",11.7,17.7
0500000US41001,"Baker County, Oregon",15.3,28.6
0500000US41003,"Benton County, Oregon",20.7,15.6
0500000US41005,"Clackamas County, Oregon",9,17.4
0500000US41007,"Clatsop County, Oregon",12.2,24.4
0500000US41009,"Columbia County, Oregon",12.3,20.1
0500000US41011,"Coos County, Oregon",17.9,27.8
0500000US41013,"Crook County, Oregon",15.3,27.2
0500000US41015,"Curry County, Oregon",15.5,36.6
0500000US41017,"Deschutes County, Oregon",12.1,20.4
0500000US41019,"Douglas County, Oregon",17,26.9
0500000US41021,"Gilliam County, Oregon",9.9,26.9
0500000US41023,"Grant County, Oregon",13.7,31.1
0500000US41025,"Harney County, Oregon",17.5,24.9
0500000US41027,"Hood River County, Oregon",12.1,16
0500000US41029,"Jackson County, Oregon",16.7,22.8
0500000US41031,"Jefferson County, Oregon",20.9,21.6
0500000US41033,"Josephine County, Oregon",18.6,27.7
0500000US41035,"Klamath County, Oregon",18.7,23.2
0500000US41037,"Lake County, Oregon",20,28.8
0500000US41039,"Lane County, Oregon",18.8,19.9
0500000US41041,"Lincoln County, Oregon",18.4,28.9
0500000US41043,"Linn County, Oregon",16.1,20.5
0500000US41045,"Malheur County, Oregon",25.2,19.3
0500000US41047,"Marion County, Oregon",15.9,16.4
0500000US41049,"Morrow County, Oregon",14.7,17.4
0500000US41051,"Multnomah County, Oregon",16.4,13.9
0500000US41053,"Polk County, Oregon",15.4,18.5
0500000US41055,"Sherman County, Oregon",13.7,27.1
0500000US41057,"Tillamook County, Oregon",15.5,27.6
0500000US41059,"Umatilla County, Oregon",17.8,17.2
0500000US41061,"Union County, Oregon",17.4,20.6
0500000US41063,"Wallowa County, Oregon",13.7,28.9
0500000US41065,"Wasco County, Oregon",13.7,21.5
0500000US41067,"Washington County, Oregon",10.3,12.9
0500000US41069,"Wheeler County, Oregon",20.6,37.7
0500000US41071,"Yamhill County, Oregon",13.7,17.5
0500000US42001,"Adams County, Pennsylvania",8.8,19.5
0500000US42003,"Allegheny County, Pennsylvania",12.5,19.1
0500000US42005,"Armstrong County, Pennsylvania",13,23.4
0500000US42007,"Beaver County, Pennsylvania",10.8,22
0500000US42009,"Bedford County, Pennsylvania",13.6,24.3
0500000US42011,"Berks County, Pennsylvania",13.6,17.7
0500000US42013,"Blair County, Pennsylvania",15.2,22.1
0500000US42015,"Bradford County, Pennsylvania",12.2,22.9
0500000US42017,"Bucks County, Pennsylvania",6.1,18.2
0500000US42019,"Butler County, Pennsylvania",8.4,18.8
0500000US42021,"Cambria County, Pennsylvania",15.6,24.1
0500000US42023,"Cameron County, Pennsylvania",14.4,29.9
0500000US42025,"Carbon County, Pennsylvania",12.8,23.2
0500000US42027,"Centre County, Pennsylvania",18.4,14.3
0500000US42029,"Chester County, Pennsylvania",6.9,15.3
0500000US42031,"Clarion County, Pennsylvania",17.5,20.8
0500000US42033,"Clearfield County, Pennsylvania",15.3,22.9
0500000US42035,"Clinton County, Pennsylvania",17.2,20.1
0500000US42037,"Columbia County, Pennsylvania",15.9,19.2
0500000US42039,"Crawford County, Pennsylvania",14.5,21.7
0500000US42041,"Cumberland County, Pennsylvania",7.8,18.6
0500000US42043,"Dauphin County, Pennsylvania",13.2,17.5
0500000US42045,"Delaware County, Pennsylvania",10.4,16.8
0500000US42047,"Elk County, Pennsylvania",9.4,23.3
0500000US42049,"Erie County, Pennsylvania",16.8,19
0500000US42051,"Fayette County, Pennsylvania",18.8,23.1
0500000US42053,"Forest County, Pennsylvania",14.1,53.3
0500000US42055,"Franklin County, Pennsylvania",10.4,20.2
0500000US42057,"Fulton County, Pennsylvania",11.5,22.9
0500000US42059,"Greene County, Pennsylvania",14.8,20.9
0500000US42061,"Huntingdon County, Pennsylvania",13.6,22.7
0500000US42063,"Indiana County, Pennsylvania",16.6,19.6
0500000US42065,"Jefferson County, Pennsylvania",14.2,22.4
0500000US42067,"Juniata County, Pennsylvania",13.1,20.6
0500000US42069,"Lackawanna County, Pennsylvania",15.4,21
0500000US42071,"Lancaster County, Pennsylvania",10.4,17.5
0500000US42073,"Lawrence County, Pennsylvania",14,23.7
0500000US42075,"Lebanon County, Pennsylvania",10.5,19.9
0500000US42077,"Lehigh County, Pennsylvania",13.3,17.5
0500000US42079,"Luzerne County, Pennsylvania",15.2,21.6
0500000US42081,"Lycoming County, Pennsylvania",14,20.4
0500000US42083,"McKean County, Pennsylvania",17.3,21.5
0500000US42085,"Mercer County, Pennsylvania",13.7,22.9
0500000US42087,"Mifflin County, Pennsylvania",13.5,22.7
0500000US42089,"Monroe County, Pennsylvania",11.1,18.5
0500000US42091,"Montgomery County, Pennsylvania",6.4,17.2
0500000US42093,"Montour County, Pennsylvania",10.5,21.3
0500000US42095,"Northampton County, Pennsylvania",9.2,19.3
0500000US42097,"Northumberland County, Pennsylvania",14.4,22.7
0500000US42099,"Perry County, Pennsylvania",8.4,18.7
0500000US42101,"Philadelphia County, Pennsylvania",25.8,15.8
0500000US42103,"Pike County, Pennsylvania",9.9,23
0500000US42105,"Potter County, Pennsylvania",14.4,25.3
0500000US42107,"Schuylkill County, Pennsylvania",12.5,22.5
0500000US42109,"Snyder County, Pennsylvania",11.3,18.3
0500000US42111,"Somerset County, Pennsylvania",12.7,23.4
0500000US42113,"Sullivan County, Pennsylvania",13.1,28.4
0500000US42115,"Susquehanna County, Pennsylvania",13,23.8
0500000US42117,"Tioga County, Pennsylvania",13.4,23.2
0500000US42119,"Union County, Pennsylvania",10.2,19.6
0500000US42121,"Venango County, Pennsylvania",13.6,24.3
0500000US42123,"Warren County, Pennsylvania",13.4,24.3
0500000US42125,"Washington County, Pennsylvania",9.7,21.4
0500000US42127,"Wayne County, Pennsylvania",11.1,26.4
0500000US42129,"Westmoreland County, Pennsylvania",10.3,22.9
0500000US42131,"Wyoming County, Pennsylvania",10.4,21.7
0500000US42133,"York County, Pennsylvania",10.3,17.8
0500000US44001,"Bristol County, Rhode Island",7,19.4
0500000US44003,"Kent County, Rhode Island",7.8,19.2
0500000US44005,"Newport County, Rhode Island",9,22.1
0500000US44007,"Providence County, Rhode Island",16.7,16.6
0500000US44009,"Washington County, Rhode Island",9.6,19.4
0500000US45001,"Abbeville County, South Carolina",22.7,24.8
0500000US45003,"Aiken County, South Carolina",16.7,20.4
0500000US45005,"Allendale County, South Carolina",30.4,26.3
0500000US45007,"Anderson County, South Carolina",15.6,20.3
0500000US45009,"Bamberg County, South Carolina",24.5,22.4
0500000US45011,"Barnwell County, South Carolina",27,21.5
0500000US45013,"Beaufort County, South Carolina",11.9,27.7
0500000US45015,"Berkeley County, South Carolina",12.8,15.6
0500000US45017,"Calhoun County, South Carolina",18.3,23.9
0500000US45019,"Charleston County, South Carolina",15.3,16.6
0500000US45021,"Cherokee County, South Carolina",22,20.6
0500000US45023,"Chester County, South Carolina",21.8,22.1
0500000US45025,"Chesterfield County, South Carolina",23.8,19.7
0500000US45027,"Clarendon County, South Carolina",23.3,27.7
0500000US45029,"Colleton County, South Carolina",22.3,21.2
0500000US45031,"Darlington County, South Carolina",22.7,20.8
0500000US45033,"Dillon County, South Carolina",30.6,20.7
0500000US45035,"Dorchester County, South Carolina",11.8,15
0500000US45037,"Edgefield County, South Carolina",15.5,21.8
0500000US45039,"Fairfield County, South Carolina",21.3,23
0500000US45041,"Florence County, South Carolina",19.6,18.4
0500000US45043,"Georgetown County, South Carolina",18.7,28.7
0500000US45045,"Greenville County, South Carolina",13.5,16.8
0500000US45047,"Greenwood County, South Carolina",24.2,21.2
0500000US45049,"Hampton County, South Carolina",18.4,19.9
0500000US45051,"Horry County, South Carolina",17,24.3
0500000US45053,"Jasper County, South Carolina",22.6,19.3
0500000US45055,"Kershaw County, South Carolina",16.4,20.5
0500000US45057,"Lancaster County, South Carolina",15.5,22.7
0500000US45059,"Laurens County, South Carolina",20.7,21.8
0500000US45061,"Lee County, South Carolina",26.4,22.4
0500000US45063,"Lexington County, South Carolina",12.8,16.3
0500000US45065,"McCormick County, South Carolina",20.1,39.2
0500000US45067,"Marion County, South Carolina",26.5,22.3
0500000US45069,"Marlboro County, South Carolina",26.6,22.6
0500000US45071,"Newberry County, South Carolina",19.8,20.8
0500000US45073,"Oconee County, South Carolina",18.6,25.5
0500000US45075,"Orangeburg County, South Carolina",23.2,21.1
0500000US45077,"Pickens County, South Carolina",18.3,18.2
0500000US45079,"Richland County, South Carolina",16.7,13.9
0500000US45081,"Saluda County, South Carolina",20.5,22.2
0500000US45083,"Spartanburg County, South Carolina",15.6,18.7
0500000US45085,"Sumter County, South Carolina",21.1,18.8
0500000US45087,"Union County, South Carolina",19.3,24.4
0500000US45089,"Williamsburg County, South Carolina",28.2,24.3
0500000US45091,"York County, South Carolina",12.3,15
0500000US46003,"Aurora County, South Dakota",6.2,19.6
0500000US46005,"Beadle County, South Dakota",23.7,17.9
0500000US46007,"Bennett County, South Dakota",38.1,12.2
0500000US46009,"Bon Homme County, South Dakota",10.3,24.6
0500000US46011,"Brookings County, South Dakota",15.9,12
0500000US46013,"Brown County, South Dakota",11,16.8
0500000US46015,"Brule County, South Dakota",14.6,18.2
0500000US46017,"Buffalo County, South Dakota",40.5,10.9
0500000US46019,"Butte County, South Dakota",11.1,19.5
0500000US46021,"Campbell County, South Dakota",4.7,23.6
0500000US46023,"Charles Mix County, South Dakota",21.4,18.4
0500000US46025,"Clark County, South Dakota",13.3,20.5
0500000US46027,"Clay County, South Dakota",24.7,11.6
0500000US46029,"Codington County, South Dakota",11.7,17.8
0500000US46031,"Corson County, South Dakota",47.9,11.6
0500000US46033,"Custer County, South Dakota",13.2,30.2
0500000US46035,"Davison County, South Dakota",12.6,18.9
0500000US46037,"Day County, South Dakota",16.5,24.6
0500000US46039,"Deuel County, South Dakota",10,21
0500000US46041,"Dewey County, South Dakota",31.4,10.3
0500000US46043,"Douglas County, South Dakota",8.2,22.9
0500000US46045,"Edmunds County, South Dakota",5.9,20
0500000US46047,"Fall River County, South Dakota",15,25.9
0500000US46049,"Faulk County, South Dakota",10.9,25.8
0500000US46051,"Grant County, South Dakota",7.6,21.1
0500000US46053,"Gregory County, South Dakota",15.3,25.3
0500000US46055,"Haakon County, South Dakota",17.2,22.4
0500000US46057,"Hamlin County, South Dakota",5.6,15
0500000US46059,"Hand County, South Dakota",8.2,25
0500000US46061,"Hanson County, South Dakota",6.5,16.8
0500000US46063,"Harding County, South Dakota",12.9,19.7
0500000US46065,"Hughes County, South Dakota",11.3,16.3
0500000US46067,"Hutchinson County, South Dakota",13,22.7
0500000US46069,"Hyde County, South Dakota",14.2,23.6
0500000US46071,"Jackson County, South Dakota",44.8,15.1
0500000US46073,"Jerauld County, South Dakota",8.9,24.7
0500000US46075,"Jones County, South Dakota",10.8,25.5
0500000US46077,"Kingsbury County, South Dakota",9.5,23.5
0500000US46079,"Lake County, South Dakota",15.5,20.1
0500000US46081,"Lawrence County, South Dakota",12.4,21.1
0500000US46083,"Lincoln County, South Dakota",3,11.5
0500000US46085,"Lyman County, South Dakota",21.7,16.7
0500000US46087,"McCook County, South Dakota",9.3,17.6
0500000US46089,"McPherson County, South Dakota",17,29.7
0500000US46091,"Marshall County, South Dakota",8.3,20.4
0500000US46093,"Meade County, South Dakota",8.8,15.6
0500000US46095,"Mellette County, South Dakota",42.6,15.2
0500000US46097,"Miner County, South Dakota",11.6,19.8
0500000US46099,"Minnehaha County, South Dakota",11,13.6
0500000US46101,"Moody County, South Dakota",15.9,18.8
0500000US46102,"Oglala Lakota County, South Dakota",51.9,8
0500000US46103,"Pennington County, South Dakota",14,18.5
0500000US46105,"Perkins County, South Dakota",12,22.8
0500000US46107,"Potter County, South Dakota",6.5,26.1
0500000US46109,"Roberts County, South Dakota",18.8,18.9
0500000US46111,"Sanborn County, South Dakota",9.7,19.5
0500000US46115,"Spink County, South Dakota",9.9,22.1
0500000US46117,"Stanley County, South Dakota",5.8,19.6
0500000US46119,"Sully County, South Dakota",3.3,20.2
0500000US46121,"Todd County, South Dakota",52,10.2
0500000US46123,"Tripp County, South Dakota",19.7,22.8
0500000US46125,"Turner County, South Dakota",10.6,21.3
0500000US46127,"Union County, South Dakota",7.3,17.2
0500000US46129,"Walworth County, South Dakota",10.2,24.7
0500000US46135,"Yankton County, South Dakota",13.1,20.8
0500000US46137,"Ziebach County, South Dakota",43.1,9
0500000US47001,"Anderson County, Tennessee",16.3,23
0500000US47003,"Bedford County, Tennessee",16.9,16.8
0500000US47005,"Benton County, Tennessee",22.3,27.4
0500000US47007,"Bledsoe County, Tennessee",20.7,23.6
0500000US47009,"Blount County, Tennessee",13,21.8
0500000US47011,"Bradley County, Tennessee",18,18.7
0500000US47013,"Campbell County, Tennessee",20.6,25.3
0500000US47015,"Cannon County, Tennessee",17,20.5
0500000US47017,"Carroll County, Tennessee",19.8,22.7
0500000US47019,"Carter County, Tennessee",24.5,24.1
0500000US47021,"Cheatham County, Tennessee",12.7,16
0500000US47023,"Chester County, Tennessee",18.2,18.8
0500000US47025,"Claiborne County, Tennessee",22.4,24.8
0500000US47027,"Clay County, Tennessee",26.6,27.3
0500000US47029,"Cocke County, Tennessee",25,24.5
0500000US47031,"Coffee County, Tennessee",15.2,20.2
0500000US47033,"Crockett County, Tennessee",17.7,20.7
0500000US47035,"Cumberland County, Tennessee",16,33
0500000US47037,"Davidson County, Tennessee",16.9,13
0500000US47039,"Decatur County, Tennessee",22.6,25.8
0500000US47041,"DeKalb County, Tennessee",18.9,21
0500000US47043,"Dickson County, Tennessee",14.5,18.3
0500000US47045,"Dyer County, Tennessee",18.1,19.7
0500000US47047,"Fayette County, Tennessee",14.4,21.1
0500000US47049,"Fentress County, Tennessee",23,26
0500000US47051,"Franklin County, Tennessee",15,22.5
0500000US47053,"Gibson County, Tennessee",17.1,20.3
0500000US47055,"Giles County, Tennessee",15.9,22.4
0500000US47057,"Grainger County, Tennessee",18.7,23.6
0500000US47059,"Greene County, Tennessee",17.2,25.2
0500000US47061,"Grundy County, Tennessee",28.5,24.5
0500000US47063,"Hamblen County, Tennessee",19.8,21.2
0500000US47065,"Hamilton County, Tennessee",14.5,19.3
0500000US47067,"Hancock County, Tennessee",25.7,26
0500000US47069,"Hardeman County, Tennessee",21.2,23.4
0500000US47071,"Hardin County, Tennessee",21.5,24.5
0500000US47073,"Hawkins County, Tennessee",19.3,24.7
0500000US47075,"Haywood County, Tennessee",19.1,19.9
0500000US47077,"Henderson County, Tennessee",19.5,20.7
0500000US47079,"Henry County, Tennessee",19.7,26.4
0500000US47081,"Hickman County, Tennessee",19.7,20.8
0500000US47083,"Houston County, Tennessee",17.1,23.5
0500000US47085,"Humphreys County, Tennessee",18.4,22.8
0500000US47087,"Jackson County, Tennessee",22.3,27.5
0500000US47089,"Jefferson County, Tennessee",13.8,22.9
0500000US47091,"Johnson County, Tennessee",25.3,27.7
0500000US47093,"Knox County, Tennessee",15.8,16.5
0500000US47095,"Lake County, Tennessee",29.9,22.8
0500000US47097,"Lauderdale County, Tennessee",23.1,20.5
0500000US47099,"Lawrence County, Tennessee",18.3,20.6
0500000US47101,"Lewis County, Tennessee",22.1,25
0500000US47103,"Lincoln County, Tennessee",16.9,21.9
0500000US47105,"Loudon County, Tennessee",13.7,27.2
0500000US47107,"McMinn County, Tennessee",19.7,23.6
0500000US47109,"McNairy County, Tennessee",21.6,23.3
0500000US47111,"Macon County, Tennessee",18.6,19.2
0500000US47113,"Madison County, Tennessee",20.3,18.4
0500000US47115,"Marion County, Tennessee",18.1,23.4
0500000US47117,"Marshall County, Tennessee",13.5,18.4
0500000US47119,"Maury County, Tennessee",13,17.8
0500000US47121,"Meigs County, Tennessee",16.6,24
0500000US47123,"Monroe County, Tennessee",20.4,23.5
0500000US47125,"Montgomery County, Tennessee",14.2,11.7
0500000US47127,"Moore County, Tennessee",7.7,22.5
0500000US47129,"Morgan County, Tennessee",22.9,23.4
0500000US47131,"Obion County, Tennessee",23,23.1
0500000US47133,"Overton County, Tennessee",19.6,23.5
0500000US47135,"Perry County, Tennessee",29.4,24.4
0500000US47137,"Pickett County, Tennessee",18.8,29.3
0500000US47139,"Polk County, Tennessee",17,23.9
0500000US47141,"Putnam County, Tennessee",23.3,19.1
0500000US47143,"Rhea County, Tennessee",21.9,21.2
0500000US47145,"Roane County, Tennessee",15.4,26.2
0500000US47147,"Robertson County, Tennessee",11.3,15.5
0500000US47149,"Rutherford County, Tennessee",11.8,11.2
0500000US47151,"Scott County, Tennessee",26.2,21.9
0500000US47153,"Sequatchie County, Tennessee",14.4,23.2
0500000US47155,"Sevier County, Tennessee",15.3,20.9
0500000US47157,"Shelby County, Tennessee",20.8,14.3
0500000US47159,"Smith County, Tennessee",14.1,19.3
0500000US47161,"Stewart County, Tennessee",19,22.5
0500000US47163,"Sullivan County, Tennessee",16.6,24.6
0500000US47165,"Sumner County, Tennessee",9.7,16.5
0500000US47167,"Tipton County, Tennessee",14.6,16.2
0500000US47169,"Trousdale County, Tennessee",13.3,19.5
0500000US47171,"Unicoi County, Tennessee",20.1,26.4
0500000US47173,"Union County, Tennessee",21.6,21.3
0500000US47175,"Van Buren County, Tennessee",19.5,26.6
0500000US47177,"Warren County, Tennessee",21.6,20.5
0500000US47179,"Washington County, Tennessee",16.5,20.2
0500000US47181,"Wayne County, Tennessee",19.6,24.3
0500000US47183,"Weakley County, Tennessee",20.5,19.9
0500000US47185,"White County, Tennessee",17.6,23.6
0500000US47187,"Williamson County, Tennessee",4.6,12.4
0500000US47189,"Wilson County, Tennessee",9.2,16.5
0500000US48001,"Anderson County, Texas",15.7,19.9
0500000US48003,"Andrews County, Texas",11.9,10.4
0500000US48005,"Angelina County, Texas",19.1,17.7
0500000US48007,"Aransas County, Texas",17.8,28.8
0500000US48009,"Archer County, Texas",8.8,21.2
0500000US48011,"Armstrong County, Texas",7.5,20.6
0500000US48013,"Atascosa County, Texas",14.6,15.4
0500000US48015,"Austin County, Texas",13.4,19.2
0500000US48017,"Bailey County, Texas",22.3,15.9
0500000US48019,"Bandera County, Texas",16.5,28.8
0500000US48021,"Bastrop County, Texas",13.3,16.4
0500000US48023,"Baylor County, Texas",13.1,26.1
0500000US48025,"Bee County, Texas",19.7,15.9
0500000US48027,"Bell County, Texas",14.3,12.5
0500000US48029,"Bexar County, Texas",16.4,13.4
0500000US48031,"Blanco County, Texas",10.8,25
0500000US48033,"Borden County, Texas",2.8,24.9
0500000US48035,"Bosque County, Texas",15.6,24.8
0500000US48037,"Bowie County, Texas",17.9,19.3
0500000US48039,"Brazoria County, Texas",9.9,12.1
0500000US48041,"Brazos County, Texas",26,9.3
0500000US48043,"Brewster County, Texas",10.9,21.1
0500000US48045,"Briscoe County, Texas",13.9,23.8
0500000US48047,"Brooks County, Texas",41.5,18.5
0500000US48049,"Brown County, Texas",16.4,21
0500000US48051,"Burleson County, Texas",15.1,21.2
0500000US48053,"Burnet County, Texas",12.3,23.8
0500000US48055,"Caldwell County, Texas",17.7,15.7
0500000US48057,"Calhoun County, Texas",15.8,17.2
0500000US48059,"Callahan County, Texas",15.6,20.7
0500000US48061,"Cameron County, Texas",31.2,13.8
0500000US48063,"Camp County, Texas",17.4,19.4
0500000US48065,"Carson County, Texas",6.4,18.1
0500000US48067,"Cass County, Texas",18.5,22.5
0500000US48069,"Castro County, Texas",15.9,15.9
0500000US48071,"Chambers County, Texas",12.9,12.1
0500000US48073,"Cherokee County, Texas",18.7,19.4
0500000US48075,"Childress County, Texas",19.6,20.1
0500000US48077,"Clay County, Texas",15,22.8
0500000US48079,"Cochran County, Texas",24.8,16.9
0500000US48081,"Coke County, Texas",16.6,28.7
